key,npz_path,lang
channel_1_dDE_n3Qzm8k_ja_73,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_73.npz,ja
channel_1_dDE_n3Qzm8k_ja_74,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_74.npz,ja
channel_1_dDE_n3Qzm8k_ja_75,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_75.npz,ja
channel_1_dDE_n3Qzm8k_ja_76,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_76.npz,ja
channel_1_dDE_n3Qzm8k_ja_77,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_77.npz,ja
channel_1_dDE_n3Qzm8k_ja_78,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_78.npz,ja
channel_1_dDE_n3Qzm8k_ja_79,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_79.npz,ja
channel_1_dDE_n3Qzm8k_ja_80,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_80.npz,ja
channel_1_dDE_n3Qzm8k_ja_81,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_81.npz,ja
channel_1_dDE_n3Qzm8k_ja_82,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_82.npz,ja
channel_1_dDE_n3Qzm8k_ja_83,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_83.npz,ja
channel_1_dDE_n3Qzm8k_ja_84,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_84.npz,ja
channel_1_dDE_n3Qzm8k_ja_85,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_85.npz,ja
channel_1_dDE_n3Qzm8k_ja_86,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_86.npz,ja
channel_1_dDE_n3Qzm8k_ja_87,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_87.npz,ja
channel_1_dDE_n3Qzm8k_ja_88,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_88.npz,ja
channel_1_dDE_n3Qzm8k_ja_89,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_89.npz,ja
channel_1_dDE_n3Qzm8k_ja_90,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_90.npz,ja
channel_1_dDE_n3Qzm8k_ja_91,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_91.npz,ja
channel_1_dDE_n3Qzm8k_ja_92,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_92.npz,ja
channel_1_dDE_n3Qzm8k_ja_93,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_93.npz,ja
channel_1_dDE_n3Qzm8k_ja_94,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_94.npz,ja
channel_1_dDE_n3Qzm8k_ja_95,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_95.npz,ja
channel_1_dDE_n3Qzm8k_ja_96,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_96.npz,ja
channel_1_dDE_n3Qzm8k_ja_97,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_97.npz,ja
channel_1_dDE_n3Qzm8k_ja_98,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_98.npz,ja
channel_1_dDE_n3Qzm8k_ja_99,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_99.npz,ja
channel_1_dDE_n3Qzm8k_ja_100,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_100.npz,ja
channel_1_dDE_n3Qzm8k_ja_101,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_101.npz,ja
channel_1_dDE_n3Qzm8k_ja_102,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_102.npz,ja
channel_1_dDE_n3Qzm8k_ja_103,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_103.npz,ja
channel_1_dDE_n3Qzm8k_ja_104,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_104.npz,ja
channel_1_dDE_n3Qzm8k_ja_105,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_105.npz,ja
channel_1_dDE_n3Qzm8k_ja_106,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_106.npz,ja
channel_1_dDE_n3Qzm8k_ja_107,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_107.npz,ja
channel_1_dDE_n3Qzm8k_ja_108,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_108.npz,ja
channel_1_dDE_n3Qzm8k_ja_109,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_109.npz,ja
channel_1_dDE_n3Qzm8k_ja_110,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_110.npz,ja
channel_1_dDE_n3Qzm8k_ja_111,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_111.npz,ja
channel_1_dDE_n3Qzm8k_ja_112,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_112.npz,ja
channel_1_dDE_n3Qzm8k_ja_113,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_113.npz,ja
channel_1_dDE_n3Qzm8k_ja_114,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_114.npz,ja
channel_1_dDE_n3Qzm8k_ja_115,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_115.npz,ja
channel_1_dDE_n3Qzm8k_ja_116,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_116.npz,ja
channel_1_dDE_n3Qzm8k_ja_117,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_117.npz,ja
channel_1_dDE_n3Qzm8k_ja_118,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_118.npz,ja
channel_1_dDE_n3Qzm8k_ja_119,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_119.npz,ja
channel_1_dDE_n3Qzm8k_ja_120,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_120.npz,ja
channel_1_dDE_n3Qzm8k_ja_121,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_121.npz,ja
channel_1_dDE_n3Qzm8k_ja_122,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_122.npz,ja
channel_1_dDE_n3Qzm8k_ja_123,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_123.npz,ja
channel_1_dDE_n3Qzm8k_ja_124,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_124.npz,ja
channel_1_dDE_n3Qzm8k_ja_125,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_125.npz,ja
channel_1_dDE_n3Qzm8k_ja_126,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_126.npz,ja
channel_1_dDE_n3Qzm8k_ja_127,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_127.npz,ja
channel_1_dDE_n3Qzm8k_ja_128,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_128.npz,ja
channel_1_dDE_n3Qzm8k_ja_129,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_129.npz,ja
channel_1_dDE_n3Qzm8k_ja_130,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_130.npz,ja
channel_1_dDE_n3Qzm8k_ja_131,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_131.npz,ja
channel_1_dDE_n3Qzm8k_ja_132,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_132.npz,ja
channel_1_dDE_n3Qzm8k_ja_133,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_133.npz,ja
channel_1_dDE_n3Qzm8k_ja_134,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_134.npz,ja
channel_1_dDE_n3Qzm8k_ja_135,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_135.npz,ja
channel_1_dDE_n3Qzm8k_ja_136,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_136.npz,ja
channel_1_dDE_n3Qzm8k_ja_137,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_137.npz,ja
channel_1_dDE_n3Qzm8k_ja_138,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_138.npz,ja
channel_1_dDE_n3Qzm8k_ja_139,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_139.npz,ja
channel_1_dDE_n3Qzm8k_ja_140,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_140.npz,ja
channel_1_dDE_n3Qzm8k_ja_141,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_141.npz,ja
channel_1_dDE_n3Qzm8k_ja_142,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_142.npz,ja
channel_1_dDE_n3Qzm8k_ja_143,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_143.npz,ja
channel_1_dDE_n3Qzm8k_ja_144,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_144.npz,ja
channel_1_dDE_n3Qzm8k_ja_145,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_145.npz,ja
channel_1_dDE_n3Qzm8k_ja_146,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_146.npz,ja
channel_1_dDE_n3Qzm8k_ja_147,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_147.npz,ja
channel_1_dDE_n3Qzm8k_ja_148,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_148.npz,ja
channel_1_dDE_n3Qzm8k_ja_149,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_149.npz,ja
channel_1_dDE_n3Qzm8k_ja_150,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_150.npz,ja
channel_1_dDE_n3Qzm8k_ja_151,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_151.npz,ja
channel_1_dDE_n3Qzm8k_ja_152,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_152.npz,ja
channel_1_dDE_n3Qzm8k_ja_153,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_153.npz,ja
channel_1_dDE_n3Qzm8k_ja_154,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_154.npz,ja
channel_1_dDE_n3Qzm8k_ja_155,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_155.npz,ja
channel_1_dDE_n3Qzm8k_ja_156,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_156.npz,ja
channel_1_dDE_n3Qzm8k_ja_157,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_157.npz,ja
channel_1_dDE_n3Qzm8k_ja_158,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_158.npz,ja
channel_1_dDE_n3Qzm8k_ja_159,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_159.npz,ja
channel_1_dDE_n3Qzm8k_ja_160,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_160.npz,ja
channel_1_dDE_n3Qzm8k_ja_161,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_161.npz,ja
channel_1_dDE_n3Qzm8k_ja_162,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_162.npz,ja
channel_1_dDE_n3Qzm8k_ja_163,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_163.npz,ja
channel_1_dDE_n3Qzm8k_ja_164,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_164.npz,ja
channel_1_dDE_n3Qzm8k_ja_165,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_165.npz,ja
channel_1_dDE_n3Qzm8k_ja_166,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_166.npz,ja
channel_1_dDE_n3Qzm8k_ja_167,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_167.npz,ja
channel_1_dDE_n3Qzm8k_ja_168,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_168.npz,ja
channel_1_dDE_n3Qzm8k_ja_169,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_169.npz,ja
channel_1_dDE_n3Qzm8k_ja_170,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_170.npz,ja
channel_1_dDE_n3Qzm8k_ja_171,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_171.npz,ja
channel_1_dDE_n3Qzm8k_ja_172,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_172.npz,ja
channel_1_dDE_n3Qzm8k_ja_173,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_173.npz,ja
channel_1_dDE_n3Qzm8k_ja_174,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_174.npz,ja
channel_1_dDE_n3Qzm8k_ja_175,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_175.npz,ja
channel_1_dDE_n3Qzm8k_ja_176,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_176.npz,ja
channel_1_dDE_n3Qzm8k_ja_177,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_177.npz,ja
channel_1_dDE_n3Qzm8k_ja_178,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_178.npz,ja
channel_1_dDE_n3Qzm8k_ja_179,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_179.npz,ja
channel_1_dDE_n3Qzm8k_ja_180,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_180.npz,ja
channel_1_dDE_n3Qzm8k_ja_181,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_181.npz,ja
channel_1_dDE_n3Qzm8k_ja_182,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_182.npz,ja
channel_1_dDE_n3Qzm8k_ja_183,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_183.npz,ja
channel_1_dDE_n3Qzm8k_ja_184,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_184.npz,ja
channel_1_dDE_n3Qzm8k_ja_185,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_185.npz,ja
channel_1_dDE_n3Qzm8k_ja_186,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_186.npz,ja
channel_1_dDE_n3Qzm8k_ja_187,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_187.npz,ja
channel_1_dDE_n3Qzm8k_ja_188,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_188.npz,ja
channel_1_dDE_n3Qzm8k_ja_189,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_189.npz,ja
channel_1_dDE_n3Qzm8k_ja_190,./preprocessed_segments/channel_1_dDE_n3Qzm8k_ja_190.npz,ja
channel_1_iDBDGvdeSac_en_0,./preprocessed_segments/channel_1_iDBDGvdeSac_en_0.npz,en
channel_1_iDBDGvdeSac_en_1,./preprocessed_segments/channel_1_iDBDGvdeSac_en_1.npz,en
channel_1_iDBDGvdeSac_en_2,./preprocessed_segments/channel_1_iDBDGvdeSac_en_2.npz,en
channel_1_iDBDGvdeSac_en_3,./preprocessed_segments/channel_1_iDBDGvdeSac_en_3.npz,en
channel_1_iDBDGvdeSac_en_4,./preprocessed_segments/channel_1_iDBDGvdeSac_en_4.npz,en
channel_1_iDBDGvdeSac_en_5,./preprocessed_segments/channel_1_iDBDGvdeSac_en_5.npz,en
channel_1_iDBDGvdeSac_en_6,./preprocessed_segments/channel_1_iDBDGvdeSac_en_6.npz,en
channel_1_iDBDGvdeSac_en_7,./preprocessed_segments/channel_1_iDBDGvdeSac_en_7.npz,en
channel_1_iDBDGvdeSac_en_8,./preprocessed_segments/channel_1_iDBDGvdeSac_en_8.npz,en
channel_1_iDBDGvdeSac_en_9,./preprocessed_segments/channel_1_iDBDGvdeSac_en_9.npz,en
channel_1_iDBDGvdeSac_en_10,./preprocessed_segments/channel_1_iDBDGvdeSac_en_10.npz,en
channel_1_iDBDGvdeSac_en_11,./preprocessed_segments/channel_1_iDBDGvdeSac_en_11.npz,en
channel_1_iDBDGvdeSac_en_12,./preprocessed_segments/channel_1_iDBDGvdeSac_en_12.npz,en
channel_1_iDBDGvdeSac_en_13,./preprocessed_segments/channel_1_iDBDGvdeSac_en_13.npz,en
channel_1_iDBDGvdeSac_en_14,./preprocessed_segments/channel_1_iDBDGvdeSac_en_14.npz,en
channel_1_iDBDGvdeSac_en_15,./preprocessed_segments/channel_1_iDBDGvdeSac_en_15.npz,en
channel_1_iDBDGvdeSac_en_16,./preprocessed_segments/channel_1_iDBDGvdeSac_en_16.npz,en
channel_1_iDBDGvdeSac_en_17,./preprocessed_segments/channel_1_iDBDGvdeSac_en_17.npz,en
channel_1_iDBDGvdeSac_en_18,./preprocessed_segments/channel_1_iDBDGvdeSac_en_18.npz,en
channel_1_iDBDGvdeSac_en_19,./preprocessed_segments/channel_1_iDBDGvdeSac_en_19.npz,en
channel_1_iDBDGvdeSac_en_20,./preprocessed_segments/channel_1_iDBDGvdeSac_en_20.npz,en
channel_1_iDBDGvdeSac_en_21,./preprocessed_segments/channel_1_iDBDGvdeSac_en_21.npz,en
channel_1_iDBDGvdeSac_en_22,./preprocessed_segments/channel_1_iDBDGvdeSac_en_22.npz,en
channel_1_iDBDGvdeSac_en_23,./preprocessed_segments/channel_1_iDBDGvdeSac_en_23.npz,en
channel_1_iDBDGvdeSac_en_24,./preprocessed_segments/channel_1_iDBDGvdeSac_en_24.npz,en
channel_1_iDBDGvdeSac_en_25,./preprocessed_segments/channel_1_iDBDGvdeSac_en_25.npz,en
channel_1_iDBDGvdeSac_en_26,./preprocessed_segments/channel_1_iDBDGvdeSac_en_26.npz,en
channel_1_iDBDGvdeSac_en_27,./preprocessed_segments/channel_1_iDBDGvdeSac_en_27.npz,en
channel_1_iDBDGvdeSac_en_28,./preprocessed_segments/channel_1_iDBDGvdeSac_en_28.npz,en
channel_1_iDBDGvdeSac_en_29,./preprocessed_segments/channel_1_iDBDGvdeSac_en_29.npz,en
channel_1_iDBDGvdeSac_en_30,./preprocessed_segments/channel_1_iDBDGvdeSac_en_30.npz,en
channel_1_iDBDGvdeSac_en_31,./preprocessed_segments/channel_1_iDBDGvdeSac_en_31.npz,en
channel_1_iDBDGvdeSac_en_32,./preprocessed_segments/channel_1_iDBDGvdeSac_en_32.npz,en
channel_1_iDBDGvdeSac_en_33,./preprocessed_segments/channel_1_iDBDGvdeSac_en_33.npz,en
channel_1_iDBDGvdeSac_en_34,./preprocessed_segments/channel_1_iDBDGvdeSac_en_34.npz,en
channel_1_iDBDGvdeSac_en_35,./preprocessed_segments/channel_1_iDBDGvdeSac_en_35.npz,en
channel_1_iDBDGvdeSac_en_36,./preprocessed_segments/channel_1_iDBDGvdeSac_en_36.npz,en
channel_1_iDBDGvdeSac_en_37,./preprocessed_segments/channel_1_iDBDGvdeSac_en_37.npz,en
channel_1_iDBDGvdeSac_en_38,./preprocessed_segments/channel_1_iDBDGvdeSac_en_38.npz,en
channel_1_iDBDGvdeSac_en_39,./preprocessed_segments/channel_1_iDBDGvdeSac_en_39.npz,en
channel_1_iDBDGvdeSac_en_40,./preprocessed_segments/channel_1_iDBDGvdeSac_en_40.npz,en
channel_1_iDBDGvdeSac_en_41,./preprocessed_segments/channel_1_iDBDGvdeSac_en_41.npz,en
channel_1_iDBDGvdeSac_en_42,./preprocessed_segments/channel_1_iDBDGvdeSac_en_42.npz,en
channel_1_iDBDGvdeSac_en_43,./preprocessed_segments/channel_1_iDBDGvdeSac_en_43.npz,en
channel_1_iDBDGvdeSac_en_44,./preprocessed_segments/channel_1_iDBDGvdeSac_en_44.npz,en
channel_1_iDBDGvdeSac_en_45,./preprocessed_segments/channel_1_iDBDGvdeSac_en_45.npz,en
channel_1_iDBDGvdeSac_en_46,./preprocessed_segments/channel_1_iDBDGvdeSac_en_46.npz,en
channel_1_iDBDGvdeSac_en_47,./preprocessed_segments/channel_1_iDBDGvdeSac_en_47.npz,en
channel_1_iDBDGvdeSac_en_48,./preprocessed_segments/channel_1_iDBDGvdeSac_en_48.npz,en
channel_1_iDBDGvdeSac_en_49,./preprocessed_segments/channel_1_iDBDGvdeSac_en_49.npz,en
channel_1_iDBDGvdeSac_en_50,./preprocessed_segments/channel_1_iDBDGvdeSac_en_50.npz,en
channel_1_iDBDGvdeSac_en_51,./preprocessed_segments/channel_1_iDBDGvdeSac_en_51.npz,en
channel_1_iDBDGvdeSac_en_52,./preprocessed_segments/channel_1_iDBDGvdeSac_en_52.npz,en
channel_1_iDBDGvdeSac_en_53,./preprocessed_segments/channel_1_iDBDGvdeSac_en_53.npz,en
channel_1_iDBDGvdeSac_en_54,./preprocessed_segments/channel_1_iDBDGvdeSac_en_54.npz,en
channel_1_iDBDGvdeSac_en_55,./preprocessed_segments/channel_1_iDBDGvdeSac_en_55.npz,en
channel_1_iDBDGvdeSac_en_56,./preprocessed_segments/channel_1_iDBDGvdeSac_en_56.npz,en
channel_1_iDBDGvdeSac_en_57,./preprocessed_segments/channel_1_iDBDGvdeSac_en_57.npz,en
channel_1_iDBDGvdeSac_en_58,./preprocessed_segments/channel_1_iDBDGvdeSac_en_58.npz,en
channel_1_iDBDGvdeSac_en_59,./preprocessed_segments/channel_1_iDBDGvdeSac_en_59.npz,en
channel_1_iDBDGvdeSac_en_60,./preprocessed_segments/channel_1_iDBDGvdeSac_en_60.npz,en
channel_1_iDBDGvdeSac_en_61,./preprocessed_segments/channel_1_iDBDGvdeSac_en_61.npz,en
channel_1_iDBDGvdeSac_en_62,./preprocessed_segments/channel_1_iDBDGvdeSac_en_62.npz,en
channel_1_iDBDGvdeSac_en_63,./preprocessed_segments/channel_1_iDBDGvdeSac_en_63.npz,en
channel_1_iDBDGvdeSac_en_64,./preprocessed_segments/channel_1_iDBDGvdeSac_en_64.npz,en
channel_1_iDBDGvdeSac_en_65,./preprocessed_segments/channel_1_iDBDGvdeSac_en_65.npz,en
channel_1_iDBDGvdeSac_en_66,./preprocessed_segments/channel_1_iDBDGvdeSac_en_66.npz,en
channel_1_iDBDGvdeSac_en_67,./preprocessed_segments/channel_1_iDBDGvdeSac_en_67.npz,en
channel_1_iDBDGvdeSac_en_68,./preprocessed_segments/channel_1_iDBDGvdeSac_en_68.npz,en
channel_1_iDBDGvdeSac_en_69,./preprocessed_segments/channel_1_iDBDGvdeSac_en_69.npz,en
channel_1_iDBDGvdeSac_en_70,./preprocessed_segments/channel_1_iDBDGvdeSac_en_70.npz,en
channel_1_iDBDGvdeSac_en_71,./preprocessed_segments/channel_1_iDBDGvdeSac_en_71.npz,en
channel_1_iDBDGvdeSac_en_72,./preprocessed_segments/channel_1_iDBDGvdeSac_en_72.npz,en
channel_1_iDBDGvdeSac_en_73,./preprocessed_segments/channel_1_iDBDGvdeSac_en_73.npz,en
channel_1_iDBDGvdeSac_en_74,./preprocessed_segments/channel_1_iDBDGvdeSac_en_74.npz,en
channel_1_iDBDGvdeSac_en_75,./preprocessed_segments/channel_1_iDBDGvdeSac_en_75.npz,en
channel_1_iDBDGvdeSac_en_76,./preprocessed_segments/channel_1_iDBDGvdeSac_en_76.npz,en
channel_1_iDBDGvdeSac_en_77,./preprocessed_segments/channel_1_iDBDGvdeSac_en_77.npz,en
channel_1_iDBDGvdeSac_en_78,./preprocessed_segments/channel_1_iDBDGvdeSac_en_78.npz,en
channel_1_iDBDGvdeSac_en_79,./preprocessed_segments/channel_1_iDBDGvdeSac_en_79.npz,en
channel_1_iDBDGvdeSac_en_80,./preprocessed_segments/channel_1_iDBDGvdeSac_en_80.npz,en
channel_1_iDBDGvdeSac_en_81,./preprocessed_segments/channel_1_iDBDGvdeSac_en_81.npz,en
channel_1_iDBDGvdeSac_en_82,./preprocessed_segments/channel_1_iDBDGvdeSac_en_82.npz,en
channel_1_iDBDGvdeSac_en_83,./preprocessed_segments/channel_1_iDBDGvdeSac_en_83.npz,en
channel_1_iDBDGvdeSac_en_84,./preprocessed_segments/channel_1_iDBDGvdeSac_en_84.npz,en
channel_1_iDBDGvdeSac_en_85,./preprocessed_segments/channel_1_iDBDGvdeSac_en_85.npz,en
channel_1_iDBDGvdeSac_en_86,./preprocessed_segments/channel_1_iDBDGvdeSac_en_86.npz,en
channel_1_iDBDGvdeSac_en_87,./preprocessed_segments/channel_1_iDBDGvdeSac_en_87.npz,en
channel_1_iDBDGvdeSac_en_88,./preprocessed_segments/channel_1_iDBDGvdeSac_en_88.npz,en
channel_1_iDBDGvdeSac_en_89,./preprocessed_segments/channel_1_iDBDGvdeSac_en_89.npz,en
channel_1_iDBDGvdeSac_en_90,./preprocessed_segments/channel_1_iDBDGvdeSac_en_90.npz,en
channel_1_iDBDGvdeSac_en_91,./preprocessed_segments/channel_1_iDBDGvdeSac_en_91.npz,en
channel_1_iDBDGvdeSac_en_92,./preprocessed_segments/channel_1_iDBDGvdeSac_en_92.npz,en
channel_1_iDBDGvdeSac_en_93,./preprocessed_segments/channel_1_iDBDGvdeSac_en_93.npz,en
channel_1_iDBDGvdeSac_en_94,./preprocessed_segments/channel_1_iDBDGvdeSac_en_94.npz,en
channel_1_iDBDGvdeSac_en_95,./preprocessed_segments/channel_1_iDBDGvdeSac_en_95.npz,en
channel_1_iDBDGvdeSac_en_96,./preprocessed_segments/channel_1_iDBDGvdeSac_en_96.npz,en
channel_1_iDBDGvdeSac_en_97,./preprocessed_segments/channel_1_iDBDGvdeSac_en_97.npz,en
channel_1_iDBDGvdeSac_en_98,./preprocessed_segments/channel_1_iDBDGvdeSac_en_98.npz,en
channel_1_iDBDGvdeSac_en_99,./preprocessed_segments/channel_1_iDBDGvdeSac_en_99.npz,en
channel_1_iDBDGvdeSac_en_100,./preprocessed_segments/channel_1_iDBDGvdeSac_en_100.npz,en
channel_1_iDBDGvdeSac_en_101,./preprocessed_segments/channel_1_iDBDGvdeSac_en_101.npz,en
channel_1_iDBDGvdeSac_en_102,./preprocessed_segments/channel_1_iDBDGvdeSac_en_102.npz,en
channel_1_iDBDGvdeSac_en_103,./preprocessed_segments/channel_1_iDBDGvdeSac_en_103.npz,en
channel_1_iDBDGvdeSac_en_104,./preprocessed_segments/channel_1_iDBDGvdeSac_en_104.npz,en
channel_1_iDBDGvdeSac_en_105,./preprocessed_segments/channel_1_iDBDGvdeSac_en_105.npz,en
channel_1_iDBDGvdeSac_en_106,./preprocessed_segments/channel_1_iDBDGvdeSac_en_106.npz,en
channel_1_iDBDGvdeSac_en_107,./preprocessed_segments/channel_1_iDBDGvdeSac_en_107.npz,en
channel_1_iDBDGvdeSac_en_108,./preprocessed_segments/channel_1_iDBDGvdeSac_en_108.npz,en
channel_1_iDBDGvdeSac_en_109,./preprocessed_segments/channel_1_iDBDGvdeSac_en_109.npz,en
channel_1_iDBDGvdeSac_en_110,./preprocessed_segments/channel_1_iDBDGvdeSac_en_110.npz,en
channel_1_iDBDGvdeSac_en_111,./preprocessed_segments/channel_1_iDBDGvdeSac_en_111.npz,en
channel_1_iDBDGvdeSac_en_112,./preprocessed_segments/channel_1_iDBDGvdeSac_en_112.npz,en
channel_1_iDBDGvdeSac_en_113,./preprocessed_segments/channel_1_iDBDGvdeSac_en_113.npz,en
channel_1_iDBDGvdeSac_en_114,./preprocessed_segments/channel_1_iDBDGvdeSac_en_114.npz,en
channel_1_iDBDGvdeSac_en_115,./preprocessed_segments/channel_1_iDBDGvdeSac_en_115.npz,en
channel_1_iDBDGvdeSac_en_116,./preprocessed_segments/channel_1_iDBDGvdeSac_en_116.npz,en
channel_1_iDBDGvdeSac_en_117,./preprocessed_segments/channel_1_iDBDGvdeSac_en_117.npz,en
channel_1_iDBDGvdeSac_en_118,./preprocessed_segments/channel_1_iDBDGvdeSac_en_118.npz,en
channel_1_iDBDGvdeSac_en_119,./preprocessed_segments/channel_1_iDBDGvdeSac_en_119.npz,en
channel_1_iDBDGvdeSac_en_120,./preprocessed_segments/channel_1_iDBDGvdeSac_en_120.npz,en
